OrderNumber,ShipDate,StatusDate,ClearanceStatusType,CartonCount,PieceCount,Code,LookupDepot_Description,AssignedDepotCode,Accounts_Description,StatusType,Label
34468814,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000005192,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467068,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467213,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468890,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467069,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468315,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34469270,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34470700,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34467597,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468689,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000005206,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000005205,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468486,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468901,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34460551,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468802,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34461543,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467323,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34461354,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000005199,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467682,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34469416,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34405148,4/3/2020,,1,41,2,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34466928,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34470682,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470699,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470699,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470699,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470699,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470699,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470699,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34420672,4/3/2020,,1,39,6,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
34470682,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470687,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470682,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34413339,4/3/2020,,1,105,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470682,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34460706,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34420672,4/3/2020,,1,39,6,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
34420672,4/3/2020,,1,39,6,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
34470682,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470683,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470684,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470684,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470684,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470683,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470683,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470683,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470687,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470683,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470687,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470683,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34466961,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470687,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470687,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470687,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470687,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34471374,4/3/2020,,1,1,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34470683,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TVB000005221,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34405149,4/3/2020,,1,18,3,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34466982,4/3/2020,,1,0,1,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
34471354,4/3/2020,,1,3,3,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471354,4/3/2020,,1,3,3,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34420672,4/3/2020,,1,39,6,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
34405149,4/3/2020,,1,18,3,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34466962,4/3/2020,,1,0,1,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
34461860,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34471366,4/3/2020,,1,1,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34412313,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",200,Shipment Data Received-Clearable
34461511,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34466794,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34462046,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34458756,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468946,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",200,Shipment Data Received-Clearable
34385023,4/3/2020,,1,0,2,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34470682,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34469765,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34469325,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34420672,4/3/2020,,1,39,6,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
34420672,4/3/2020,,1,39,6,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
34468928,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34460125,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34466870,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34459943,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34471354,4/3/2020,,1,3,3,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
TVB000005160,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34461857,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34459194,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467601,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34461762,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34460550,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34460922,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34460553,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TWB000000808,3/3/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34086315,2/12/2020,,1,2,2,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TWB000000108,2/13/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000000744,3/3/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000000743,3/3/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000000806,3/3/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TVB000002321,3/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000002320,3/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34097354,2/11/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34169277,2/21/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34222662,2/27/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
TWB000000109,2/13/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34136623,2/18/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Huntsville, AL (TTV)",200,Shipment Data Received-Clearable
TWB000000831,3/3/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34155765,2/21/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34155765,2/21/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000000830,3/3/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34086315,2/12/2020,,1,2,2,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TWB000000807,3/3/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000000803,3/3/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34109839,2/13/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TTV000000002,2/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Huntsville, AL (TTV)",200,Shipment Data Received-Clearable
TTV000000001,2/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Huntsville, AL (TTV)",200,Shipment Data Received-Clearable
34109839,2/13/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
31152364,2/11/2020,,1,0,2,MDT,Harrisburg (MDT),MDT,"Kohler - Carlisle, PA (TTB)",200,Shipment Data Received-Clearable
31152364,2/11/2020,,1,0,2,MDT,Harrisburg (MDT),MDT,"Kohler - Carlisle, PA (TTB)",200,Shipment Data Received-Clearable
TWB000000107,2/13/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34228152,3/2/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TWB000000149,2/14/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34214575,2/27/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
TWB000000749,3/3/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34226090,3/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000000750,3/3/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000000804,3/3/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000001333,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34373152,3/19/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TWB000001343,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000001358,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000001332,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000001331,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000001330,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34411012,3/24/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
TWB000001334,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34387541,3/20/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TWB000001329,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000001413,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000001340,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000001362,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000001345,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000001406,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000001354,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34250082,3/4/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34357519,3/24/2020,,1,20,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000004232,3/24/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34250082,3/4/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34250082,3/4/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34250082,3/4/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34250082,3/4/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34286281,3/6/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34250082,3/4/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34381199,3/19/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
TVB000004203,3/23/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000004204,3/23/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000004202,3/23/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000004190,3/23/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000004186,3/23/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34253472,3/5/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",200,Shipment Data Received-Clearable
TWB000001357,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34250082,3/4/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34292524,3/11/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TWB000001353,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34301337,3/10/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34299888,3/10/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34298507,3/11/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34297741,3/11/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34297743,3/11/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000002987,3/10/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34297739,3/11/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TWB000001225,3/17/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34338022,3/16/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34340795,3/17/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TWB000001222,3/17/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34331647,3/16/2020,,1,1,1,MEM,Memphis (MEM),MEM,"Kohler - Brownwood, TX (TWK)",200,Shipment Data Received-Clearable
TVB000003261,3/11/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000003262,3/11/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34318274,3/11/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34299596,3/11/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34350331,3/18/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TWB000001359,3/18/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34353486,3/17/2020,,1,0,1,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
34362358,3/17/2020,,1,0,1,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
TVB000003904,3/18/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000003892,3/18/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
56889131,3/10/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
